"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4"
2080035187,"09","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1070,3,"user4",NA,"user4","user4"
2080031263,"08","کارگر روزمزد",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,555,0,"user4",NA,"user4","user4"
2080031271,"08","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,975,0,"user4",NA,"user4","user4"
2080031261,"08","داراي درآمد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,504,0,"user4",NA,"user4","user4"
2080031266,"08","کارگر روزمزد",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,687,0,"user4",NA,"user4","user4"
2080099167,"10","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,548,1,"user4",NA,"user4","user4"
2080099173,"10","زراعتکار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,607,0,"user4",NA,"user4","user4"
2080099176,"10","کارگر زراعتکار",1,2,NA,1,NA,1,NA,NA,NA,"116290","177",5,514,0,"user4",NA,"user4","user4"
2080099169,"10","ساير",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,659,0,"user4",NA,"user4","user4"
2080099180,"10","خياط",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,716,0,"user4",NA,"user4","user4"
2080031268,"08",NA,NA,2,NA,3,NA,2,NA,3,NA,NA,NA,5,1,0,"user4",NA,NA,NA
2080047149,"09","عکاس",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,590,0,"user8",NA,"user8",NA
2080047158,"09","راننده تاکسي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,671,0,"user8",NA,"user8",NA
2080047155,"09","کارگر باغداري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,692,0,"user8",NA,"user8",NA
2080047151,"09","فروشنده موادغذايي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,659,0,"user8",NA,"user8",NA
2080047146,"09","بنا",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,828,0,"user8",NA,"user8",NA
2080127354,"08",NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,5,1,0,"user8",NA,NA,NA
2080127360,"08",NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,5,1,0,"user8",NA,NA,NA
2080127356,"08","داراي درامد بدون کار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,4,761,0,"user8",NA,"user8",NA
2080127350,"08","راننده وانت",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,4,736,0,"user8",NA,"user8",NA
2080127349,"08","دامدار",1,2,NA,2,NA,1,NA,NA,NA,"095109","347",4,693,0,"user8",NA,"user8",NA
2080135067,"10","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,513,0,"user8",NA,"user8",NA
2080135060,"10","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,552,1,"user8",NA,"user8",NA
2080135065,"10","راننده ميني بوس",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,559,0,"user8",NA,"user8",NA
2080135057,"10","فروشنده لوازم يدکي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,563,0,"user8",NA,"user8",NA
2080135062,"10","راننده کاميون",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,626,0,"user8",NA,"user8",NA
2080143062,"09","کارگر زراعتکاري",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,515,0,"user8",NA,"user8",NA
2080143059,"09","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,594,0,"user8",NA,"user8",NA
2080143058,"09","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,626,0,"user8",NA,"user8",NA
2080143057,"09","کار گر زراعتي",1,2,NA,2,NA,1,NA,NA,NA,"115088","056",4,575,0,"user8",NA,"user8",NA
2080143067,"09",NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,5,1,0,"user8",NA,NA,NA
2080111003,"10",NA,NA,2,NA,4,NA,2,NA,4,NA,NA,NA,5,4,0,"user8",NA,"user8",NA
2080111007,"10",NA,NA,2,NA,4,NA,2,NA,4,NA,NA,NA,5,4,0,"user8",NA,"user8",NA
2080111015,"10",NA,NA,2,NA,4,NA,2,NA,4,NA,NA,NA,5,4,0,"user8",NA,"user8",NA
2080111002,"10",NA,NA,2,NA,4,NA,2,NA,4,NA,NA,NA,5,4,0,"user8",NA,"user8",NA
2080111016,"10",NA,NA,2,NA,4,NA,2,NA,4,NA,NA,NA,5,4,0,"user8",NA,"user8",NA
2080095056,"09","باغبان",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,738,0,"user8",NA,"user8",NA
2080095060,"09","کارگر ساختمان",1,2,NA,1,NA,1,NA,NA,NA,"113036","059",5,584,1,"user8",NA,"user8",NA
2080095064,"09","داراي درامد بدون کار",1,2,NA,1,NA,1,NA,NA,NA,"113036","063",5,564,0,"user8",NA,"user8",NA
2080095069,"09","کاگر باربر",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,532,0,"user8",NA,"user8",NA
2080095065,"09","داراي درامد بدون کار",1,2,NA,2,NA,1,NA,NA,NA,"113036","067",5,762,0,"user8",NA,"user8",NA
2080011160,"09","دامدار",1,2,NA,2,NA,1,NA,NA,NA,"091763","162",5,939,0,"user8",NA,"user8",NA
2080139008,"08","درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,662,0,"user3","user3","user3",NA
2080139015,"08","درامدبدون کار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,4,559,0,"user3","user3","user3",NA
2080139010,"08","درامد بدون کار",1,2,NA,2,NA,1,NA,NA,NA,"266352","011",4,567,0,"user3","user3","user3",NA
2080139017,"08","درامدبدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,560,0,"user3","user3","user3",NA
2080139005,"08","زراعتکار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,4,1064,0,"user3","user3","user3",NA
2080059004,"09","باغدار",1,2,NA,1,NA,1,NA,NA,NA,"101071","006",5,713,1,"user3",NA,"user3",NA
2080059007,"09","کارگر",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,687,0,"user3",NA,"user3",NA
2080059010,"09","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,705,0,"user3",NA,"user3",NA
2080059013,"09","باغدار",1,2,NA,2,NA,1,NA,NA,NA,"101071","015",5,627,0,"user3",NA,"user3",NA
2080147169,"10","کارگر",1,2,NA,1,NA,1,NA,NA,NA,"115374","171",5,1,0,"user3",NA,NA,NA
2080147164,"10","کارگر",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,421,0,"user3",NA,"user3",NA
2080147162,"10","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,627,0,"user3",NA,"user3",NA
2080147159,"10","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,602,0,"user3",NA,"user3",NA
2080147161,"10","دامدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,593,0,"user3",NA,"user3",NA
2080059016,"09","معلم",1,2,NA,1,NA,1,NA,NA,NA,"101071","017",5,886,0,"user3",NA,"user3",NA
2080151169,"08","داراي در امد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,725,0,"user8",NA,"user8",NA
2080151163,"08","داراي درامد بدون کار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,697,0,"user8",NA,"user8",NA
2080151160,"08","داراي درامد بدون کار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,4,807,0,"user8",NA,"user8",NA
2080151167,"08","کارگر ساختماني",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,749,0,"user8",NA,"user8",NA
2080151159,"08","زراعتکار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,847,0,"user8",NA,"user8",NA
2080039052,"10","کارگر گلخانه خيار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,330,0,"user8",NA,"user8",NA
2080039066,"10","کارگر گلخانه خيار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,347,0,"user8",NA,"user8",NA
2080039063,"10","کارگر گلخانه",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,450,0,"user8",NA,"user8",NA
2080039058,"10","کارگر گلخانه خيار",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,434,0,"user8",NA,"user8",NA
2080039055,"10","سرکارگر",1,2,NA,7,"30",NA,NA,NA,NA,NA,NA,5,484,0,"user8",NA,"user8",NA
